School Year,School Code,District Number,School Number,District Name,School Name,Gender,Ethnicity,Type,Graduates with Diploma in 4 years,Graduates with Diploma but IEP allowed 4+ years,Graduates with Diploma in 4+ years,Certificates of Completion or GED,Total Graduates or Completers,AFGR Graduates,Grade 9 Membership,Grade 10 Membership,AFGR Average Membership,AFGR Grad Rate,District Factors Impacting AFGR**
2008 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Female ,Total ,A1 ,158 ,1 ,0 ,8 ,167 ,159 ,207 ,205 ,206.0 ,77.2 ,  
2012 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Male ,Total ,A1 ,202 ,0 ,3 ,0 ,205 ,202 ,264 ,258 ,261.0 ,77.4 ,  
2011 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Male ,Total ,A1 ,186 ,0 ,3 ,2 ,191 ,186 ,293 ,239 ,266.0 ,69.9 ,  
2010 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Male ,Total ,A1 ,163 ,0 ,2 ,5 ,170 ,163 ,263 ,192 ,227.5 ,71.7 ,  
2009 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Male ,Total ,A1 ,176 ,0 ,3 ,6 ,185 ,176 ,277 ,216 ,246.5 ,71.4 ,  
2008 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Male ,Total ,A1 ,144 ,1 ,1 ,9 ,155 ,145 ,219 ,224 ,221.5 ,65.5 ,  
2012 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,White ,A1 ,341 ,0 ,4 ,1 ,346 ,341 ,436 ,428 ,432.0 ,78.9 ,  
2011 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,White ,A1 ,310 ,0 ,3 ,4 ,317 ,310 ,463 ,399 ,431.0 ,71.9 ,  
2010 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,White ,A1 ,310 ,0 ,3 ,6 ,319 ,310 ,459 ,370 ,414.5 ,74.8 ,  
2009 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,White ,A1 ,315 ,0 ,7 ,8 ,330 ,315 ,471 ,389 ,430.0 ,73.3 ,  
2008 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,White ,A1 ,276 ,1 ,1 ,17 ,295 ,277 ,388 ,397 ,392.5 ,70.6 ,  
2012 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,27 ,0 ,0 ,0 ,27 ,27 ,30 ,32 ,31.0 ,87.1 ,  
2011 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,26 ,0 ,0 ,0 ,26 ,26 ,34 ,31 ,32.5 ,80.0 ,  
2010 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,23 ,0 ,0 ,0 ,23 ,23 ,32 ,30 ,31.0 ,74.2 ,  
2009 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,19 ,0 ,0 ,0 ,19 ,19 ,31 ,27 ,29.0 ,65.5 ,  
2008 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,24 ,1 ,0 ,0 ,25 ,25 ,33 ,28 ,30.5 ,82.0 ,  
2012 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,12 ,0 ,0 ,0 ,12 ,12 ,11 ,10 ,10.5 ,100.0 ,  
2011 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,15 ,0 ,0 ,1 ,16 ,15 ,9 ,9 ,9.0 ,100.0 ,  
2010 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,121 ,121 ,  ,Clark County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Total ,A1 ,384 ,0 ,3 ,1 ,388 ,384 ,480 ,475 ,477.5 ,80.4 ,  
2011 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Total ,A1 ,351 ,0 ,3 ,5 ,359 ,351 ,503 ,436 ,469.5 ,74.8 ,  
2010 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Total ,A1 ,338 ,0 ,3 ,6 ,347 ,338 ,503 ,405 ,454.0 ,74.5 ,  
2009 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Total ,A1 ,338 ,0 ,7 ,8 ,353 ,338 ,506 ,416 ,461.0 ,73.3 ,  
2008 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Total ,A1 ,302 ,2 ,1 ,17 ,322 ,304 ,420 ,424 ,422.0 ,72.0 ,  
2012 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Female ,Total ,A1 ,184 ,0 ,0 ,1 ,185 ,184 ,221 ,221 ,221.0 ,83.3 ,  
2011 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Female ,Total ,A1 ,165 ,0 ,0 ,3 ,168 ,165 ,219 ,205 ,212.0 ,77.8 ,  
2010 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Female ,Total ,A1 ,177 ,0 ,1 ,1 ,179 ,177 ,244 ,216 ,230.0 ,77.0 ,  
2009 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Female ,Total ,A1 ,162 ,0 ,4 ,2 ,168 ,162 ,232 ,206 ,219.0 ,74.0 ,  
2008 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Female ,Total ,A1 ,158 ,1 ,0 ,8 ,167 ,159 ,207 ,204 ,205.5 ,77.4 ,  
2012 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Male ,Total ,A1 ,200 ,0 ,3 ,0 ,203 ,200 ,259 ,254 ,256.5 ,78.0 ,  
2011 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Male ,Total ,A1 ,186 ,0 ,3 ,2 ,191 ,186 ,284 ,231 ,257.5 ,72.2 ,  
2010 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Male ,Total ,A1 ,161 ,0 ,2 ,5 ,168 ,161 ,259 ,189 ,224.0 ,71.9 ,  
2009 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Male ,Total ,A1 ,176 ,0 ,3 ,6 ,185 ,176 ,274 ,210 ,242.0 ,72.7 ,  
2008 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Male ,Total ,A1 ,144 ,1 ,1 ,9 ,155 ,145 ,213 ,220 ,216.5 ,67.0 ,  
2012 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,White ,A1 ,338 ,0 ,3 ,1 ,342 ,338 ,432 ,424 ,428.0 ,79.0 ,  
2011 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,White ,A1 ,310 ,0 ,3 ,4 ,317 ,310 ,454 ,392 ,423.0 ,73.3 ,  
2010 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,White ,A1 ,308 ,0 ,3 ,6 ,317 ,308 ,455 ,366 ,410.5 ,75.0 ,  
2009 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,White ,A1 ,315 ,0 ,7 ,8 ,330 ,315 ,467 ,384 ,425.5 ,74.0 ,  
2008 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,White ,A1 ,276 ,1 ,1 ,17 ,295 ,277 ,383 ,392 ,387.5 ,71.5 ,  
2012 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Afr. Am. ,A1 ,26 ,0 ,0 ,0 ,26 ,26 ,29 ,32 ,30.5 ,85.2 ,  
2011 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Afr. Am. ,A1 ,26 ,0 ,0 ,0 ,26 ,26 ,33 ,28 ,30.5 ,85.2 ,  
2010 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Afr. Am. ,A1 ,23 ,0 ,0 ,0 ,23 ,23 ,32 ,29 ,30.5 ,75.4 ,  
2009 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Afr. Am. ,A1 ,19 ,0 ,0 ,0 ,19 ,19 ,30 ,27 ,28.5 ,66.7 ,  
2008 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Afr. Am. ,A1 ,24 ,1 ,0 ,0 ,25 ,25 ,32 ,28 ,30.0 ,83.3 ,  
2012 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Hispanic ,A1 ,12 ,0 ,0 ,0 ,12 ,12 ,11 ,10 ,10.5 ,100.0 ,  
2011 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Hispanic ,A1 ,15 ,0 ,0 ,1 ,16 ,15 ,9 ,9 ,9.0 ,100.0 ,  
2010 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,121030 ,121 ,030 ,Clark County ,George Rogers Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Total ,A1 ,180 ,0 ,5 ,12 ,197 ,180 ,314 ,272 ,293.0 ,61.4 ,  
2011 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Total ,A1 ,189 ,18 ,2 ,20 ,229 ,207 ,331 ,280 ,305.5 ,67.8 ,  
2010 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Total ,A1 ,210 ,1 ,11 ,2 ,224 ,211 ,356 ,305 ,330.5 ,63.8 ,  
2009 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Total ,A1 ,208 ,3 ,13 ,2 ,226 ,211 ,398 ,301 ,349.5 ,60.4 ,  
2008 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Total ,A1 ,187 ,0 ,1 ,0 ,188 ,187 ,364 ,267 ,315.5 ,59.3 ,  
2012 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Female ,Total ,A1 ,88 ,0 ,1 ,7 ,96 ,88 ,138 ,119 ,128.5 ,68.5 ,  
2011 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Female ,Total ,A1 ,87 ,4 ,0 ,9 ,100 ,91 ,145 ,117 ,131.0 ,69.5 ,  
2010 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Female ,Total ,A1 ,132 ,1 ,4 ,0 ,137 ,133 ,187 ,165 ,176.0 ,75.6 ,  
2009 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Female ,Total ,A1 ,112 ,1 ,4 ,0 ,117 ,113 ,194 ,155 ,174.5 ,64.8 ,  
2008 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Female ,Total ,A1 ,100 ,0 ,1 ,0 ,101 ,100 ,162 ,119 ,140.5 ,71.2 ,  
2012 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Male ,Total ,A1 ,92 ,0 ,4 ,5 ,101 ,92 ,176 ,153 ,164.5 ,55.9 ,  
2011 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Male ,Total ,A1 ,102 ,14 ,2 ,11 ,129 ,116 ,186 ,163 ,174.5 ,66.5 ,  
2010 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Male ,Total ,A1 ,78 ,0 ,7 ,2 ,87 ,78 ,169 ,140 ,154.5 ,50.5 ,  
2009 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Male ,Total ,A1 ,96 ,2 ,9 ,2 ,109 ,98 ,204 ,146 ,175.0 ,56.0 ,  
2008 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Male ,Total ,A1 ,87 ,0 ,0 ,0 ,87 ,87 ,202 ,148 ,175.0 ,49.7 ,  
2012 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,White ,A1 ,172 ,0 ,5 ,11 ,188 ,172 ,305 ,264 ,284.5 ,60.5 ,  
2011 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,White ,A1 ,185 ,18 ,2 ,20 ,225 ,203 ,328 ,276 ,302.0 ,67.2 ,  
2010 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,White ,A1 ,206 ,1 ,11 ,2 ,220 ,207 ,354 ,303 ,328.5 ,63.0 ,  
2009 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,White ,A1 ,204 ,3 ,12 ,2 ,221 ,207 ,392 ,296 ,344.0 ,60.2 ,  
2008 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,White ,A1 ,183 ,0 ,1 ,0 ,184 ,183 ,362 ,266 ,314.0 ,58.3 ,  
2012 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,125 ,125 ,  ,Clay County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Total ,A1 ,180 ,0 ,5 ,12 ,197 ,180 ,311 ,258 ,284.5 ,63.3 ,  
2011 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Total ,A1 ,188 ,18 ,2 ,20 ,228 ,206 ,315 ,275 ,295.0 ,69.8 ,  
2010 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Total ,A1 ,210 ,1 ,7 ,2 ,220 ,211 ,323 ,292 ,307.5 ,68.6 ,  
2009 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Total ,A1 ,208 ,3 ,13 ,2 ,226 ,211 ,383 ,293 ,338.0 ,62.4 ,  
2008 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Total ,A1 ,187 ,0 ,1 ,0 ,188 ,187 ,355 ,263 ,309.0 ,60.5 ,  
2012 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Female ,Total ,A1 ,88 ,0 ,1 ,7 ,96 ,88 ,137 ,114 ,125.5 ,70.1 ,  
2011 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Female ,Total ,A1 ,86 ,4 ,0 ,9 ,99 ,90 ,138 ,115 ,126.5 ,71.1 ,  
2010 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Female ,Total ,A1 ,132 ,1 ,1 ,0 ,134 ,133 ,177 ,162 ,169.5 ,78.5 ,  
2009 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Female ,Total ,A1 ,112 ,1 ,4 ,0 ,117 ,113 ,188 ,152 ,170.0 ,66.5 ,  
2008 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Female ,Total ,A1 ,100 ,0 ,1 ,0 ,101 ,100 ,158 ,117 ,137.5 ,72.7 ,  
2012 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Male ,Total ,A1 ,92 ,0 ,4 ,5 ,101 ,92 ,174 ,144 ,159.0 ,57.9 ,  
2011 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Male ,Total ,A1 ,102 ,14 ,2 ,11 ,129 ,116 ,177 ,160 ,168.5 ,68.8 ,  
2010 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Male ,Total ,A1 ,78 ,0 ,6 ,2 ,86 ,78 ,146 ,130 ,138.0 ,56.5 ,  
2009 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Male ,Total ,A1 ,96 ,2 ,9 ,2 ,109 ,98 ,195 ,141 ,168.0 ,58.3 ,  
2008 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Male ,Total ,A1 ,87 ,0 ,0 ,0 ,87 ,87 ,197 ,146 ,171.5 ,50.7 ,  
2012 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,White ,A1 ,172 ,0 ,5 ,11 ,188 ,172 ,302 ,250 ,276.0 ,62.3 ,  
2011 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,White ,A1 ,184 ,18 ,2 ,20 ,224 ,202 ,312 ,271 ,291.5 ,69.3 ,  
2010 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,White ,A1 ,206 ,1 ,7 ,2 ,216 ,207 ,321 ,290 ,305.5 ,67.8 ,  
2009 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,White ,A1 ,204 ,3 ,12 ,2 ,221 ,207 ,378 ,289 ,333.5 ,62.1 ,  
2008 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,White ,A1 ,183 ,0 ,1 ,0 ,184 ,183 ,353 ,262 ,307.5 ,59.5 ,  
2012 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,125100 ,125 ,100 ,Clay County ,Clay County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Total ,Total ,A1 ,102 ,0 ,3 ,7 ,112 ,102 ,115 ,116 ,115.5 ,88.3 ,  
2011 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Total ,Total ,A1 ,96 ,0 ,0 ,3 ,99 ,96 ,137 ,143 ,140.0 ,68.6 ,  
2010 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Total ,Total ,A1 ,94 ,0 ,0 ,0 ,94 ,94 ,146 ,135 ,140.5 ,66.9 ,  
2009 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Total ,Total ,A1 ,97 ,0 ,2 ,3 ,102 ,97 ,147 ,144 ,145.5 ,66.7 ,  
2008 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Total ,Total ,A1 ,82 ,0 ,1 ,1 ,84 ,82 ,142 ,127 ,134.5 ,61.0 ,  
2012 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Female ,Total ,A1 ,56 ,0 ,2 ,1 ,59 ,56 ,61 ,60 ,60.5 ,92.6 ,  
2011 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Female ,Total ,A1 ,56 ,0 ,0 ,1 ,57 ,56 ,68 ,63 ,65.5 ,85.5 ,  
2010 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Female ,Total ,A1 ,48 ,0 ,0 ,0 ,48 ,48 ,62 ,59 ,60.5 ,79.3 ,  
2009 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Female ,Total ,A1 ,53 ,0 ,1 ,1 ,55 ,53 ,66 ,65 ,65.5 ,80.9 ,  
2008 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Female ,Total ,A1 ,48 ,0 ,0 ,0 ,48 ,48 ,66 ,51 ,58.5 ,82.1 ,  
2012 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Male ,Total ,A1 ,46 ,0 ,1 ,6 ,53 ,46 ,54 ,56 ,55.0 ,83.6 ,  
2011 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Male ,Total ,A1 ,40 ,0 ,0 ,2 ,42 ,40 ,69 ,80 ,74.5 ,53.7 ,  
2010 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Male ,Total ,A1 ,46 ,0 ,0 ,0 ,46 ,46 ,84 ,76 ,80.0 ,57.5 ,  
2009 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Male ,Total ,A1 ,44 ,0 ,1 ,2 ,47 ,44 ,81 ,79 ,80.0 ,55.0 ,  
2008 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Male ,Total ,A1 ,34 ,0 ,1 ,1 ,36 ,34 ,76 ,76 ,76.0 ,44.7 ,  
2012 ,131 ,131 ,  ,Clinton County ,DISTRICT TOTAL ,Total ,White ,A1 ,102 ,0 ,3 ,6 ,111 ,102 ,115 ,115 ,115.0 ,88.7 ,  
